Loss Train,Loss Test,F1 Train,F1 Test
0.586402542061276,0.615289032459259,0.7087719298245614,0.7265625
0.5827894541952345,0.6143170595169067,0.7368421052631579,0.7109375
0.5880200001928542,0.6154568791389465,0.7105263157894737,0.7109375
0.592212438583374,0.6130669713020325,0.7035087719298245,0.71875
0.5952566332287259,0.6112967133522034,0.7035087719298245,0.7109375
0.592293467786577,0.6150085926055908,0.7263157894736842,0.703125
0.6025037235683866,0.6387029886245728,0.724561403508772,0.6875
0.5845622155401442,0.7229757010936737,0.712280701754386,0.625
0.6447710990905762,0.6037731021642685,0.6087719298245614,0.7109375
0.5880979167090522,0.6124601811170578,0.7140350877192982,0.71875
0.5918328828281827,0.6124601811170578,0.7070175438596491,0.71875
0.5886071721712748,0.6080014407634735,0.7192982456140351,0.71875
0.5928975873523288,0.604203462600708,0.7280701754385965,0.7265625
0.60219939549764,0.6003010720014572,0.7070175438596491,0.7265625
0.6241172618336148,0.6712223589420319,0.631578947368421,0.484375
0.6386575765079923,0.6435506343841553,0.5982456140350877,0.5703125
0.6169424321916368,0.5985231846570969,0.6982456140350877,0.7109375
0.5842700997988383,0.6087563335895538,0.724561403508772,0.7109375
0.5769654909769694,0.5932291597127914,0.7280701754385965,0.71875
0.5669699079460568,0.5920103490352631,0.7298245614035088,0.71875
0.573304620054033,0.5920103490352631,0.712280701754386,0.71875
0.5604984561602274,0.5926607847213745,0.7298245614035088,0.71875
0.5677273505263858,0.5914078503847122,0.7280701754385965,0.71875
0.5667128165562948,0.5944232940673828,0.724561403508772,0.7265625
0.5630971988042196,0.5897881984710693,0.743859649122807,0.7421875
